Product,TotalQuantitySold,TotalRevenue,CurrentStock,ReorderLevel,LowStockAlert
"FLOWER FAIRY MUG+COASTER,LAVENDER",11,41.25,316,50,NO
"FLOWER FAIRY MUG+COASTER,ROSE",6,22.5,233,50,NO
FLOWER FAIRY OIL BURNER SET ROSE,588,750.0,286,50,NO
FLOWER FAIRY OIL BURNER SET SUMMER,533,693.25,426,50,NO
FLOWER FAIRY POTPOURRI CUSHION LILY,292,201.24,276,50,NO
FLOWER FAIRY SET 3 CANDLES LAVENDER,302,660.9,321,50,NO
FLOWER FAIRY SET OF 3 LILY CANDLES,206,417.7,120,50,NO
FLOWER FAIRY SUMMER BOUQUET SACHET,355,149.1,424,50,NO
"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",151,385.05,365,50,NO
FLOWER GARLAND NECKLACE RED,15,119.25,129,50,NO
"FLOWER GLASS GARLAND NECKL.36""BLACK",24,190.8,439,50,NO
"FLOWER GLASS GARLAND NECKL.36""BLUE",16,127.2,201,50,NO
"FLOWER GLASS GARLAND NECKL.36""GREEN",13,103.35000000000001,490,50,NO
"FLOWER GLASS GARLD NECKL36""AMETHYST",11,87.45,332,50,NO
"FLOWER GLASS GARLD NECKL36""TURQUOIS",9,71.55000000000001,20,50,YES
FLOWER PENCIL/RUBBER+5 MINI PENCILS,493,207.06,338,50,NO
FLOWER PURPLE CLOCK W/SUCKER,12,10.2,457,50,NO
FLOWER VINE RAFFIA FOOD COVER,689,2468.55,74,50,NO
FLOWER WINDMILL,219,255.51000000000002,390,50,NO
FLOWERS  STICKERS,909,611.61,443,50,NO
FLOWERS AND BIRDS WALL PLAQUE,2,15.9,418,50,NO
FLOWERS TILE COASTER,111,138.75,168,50,NO
FLOWERS TILE HOOK,432,131.51999999999998,450,50,NO
FLOWERS WALL THERMOMETER,75,130.05,476,50,NO
FLUTED ANTIQUE CANDLE HOLDER,747,625.5899999999999,328,50,NO
FLYING PIG WATERING CAN,264,685.2,156,50,NO
FLYING SAUCER TABLE LIGHT IN WHITE,191,563.45,221,50,NO
FOLDING CAMPING SCISSOR W/KNIF & S,14,1.68,455,50,NO
FOLDING SHIRT TIDY,1,4.65,332,50,NO
FOLDING SHOE TIDY,45,123.15,136,50,NO
FOLDING UMBRELLA  CHOC/WHITE  SPOT,524,2023.8,173,50,NO
FOLDING UMBRELLA  CREAM/MULTI  SPOT,372,1193.4,444,50,NO
FOLDING UMBRELLA  PINK/WHITE  SPOT,578,1493.1000000000001,310,50,NO
FOLDING UMBRELLA  WHITE/RED  SPOT,259,922.05,82,50,NO
"FOLDING UMBRELLA , BLACK/BLUE  SPOT",768,3015.6,263,50,NO
"FOLDING UMBRELLA , RED/WHITE SPOT",900,2799.0,44,50,YES
FOLDING UMBRELLA BLACKBLUE POLKADOT,64,316.8,109,50,NO
FOLDING UMBRELLA CHOCOLATE POLKADOT,31,153.45000000000002,94,50,NO
FOLDING UMBRELLA CREAM POLKADOT,41,202.95000000000002,313,50,NO
FOLDING UMBRELLA PINKWHITE POLKADOT,34,168.3,405,50,NO
FOLDING UMBRELLA RED/WHITE POLKADOT,84,415.8,410,50,NO
FOLDING UMBRELLA WHITE/RED POLKADOT,15,74.25,229,50,NO
"FOLK ART GREETING CARD,pack/12",49,144.55,494,50,NO
FOLK ART METAL HEART T-LIGHT HOLDER,580,220.4,437,50,NO
FOLK ART METAL STAR T-LIGHT HOLDER,429,168.66,366,50,NO
FOLK FELT HANGING MULTICOL GARLAND,956,1141.8,36,50,YES
FOLKART BAUBLE CHRISTMAS DECORATION,1339,671.51,147,50,NO
FOLKART CHRISTMAS TREE T-LIGHT HOLD,217,82.46,446,50,NO
FOLKART CLIP ON STARS,384,241.92000000000002,462,50,NO
FOLKART CROWN TABLE DECORATIONS,450,376.74,383,50,NO
FOLKART HEART CHRISTMAS DECORATIONS,1,1.25,270,50,NO
FOLKART HEART NAPKIN RINGS,195,534.45,198,50,NO
FOLKART STAR CHRISTMAS DECORATIONS,333,416.25,201,50,NO
FOLKART ZINC CLIP ON ANGEL WINGS,101,38.379999999999995,171,50,NO
FOLKART ZINC HEART CHRISTMAS DEC,8013,6137.13,44,50,YES
FOLKART ZINC STAR CHRISTMAS DEC,1100,935.0,474,50,NO
FOOD CONTAINER SET 3 LOVE HEART ,3137,5596.65,199,50,NO
FOOD/DRINK SPONGE STICKERS,922,193.62,217,50,NO
FOOD/DRINK SPUNGE STICKERS,759,158.19,363,50,NO
FORKED CACTUS CANDLE,223,449.05,180,50,NO
FOUR HOOK  WHITE LOVEBIRDS,2351,4629.24,196,50,NO
FOUR PICTURE WHITE GLASS FRAME,23,86.25,304,50,NO
FOUR RABBIT EASTER DECORATIONS,998,191.5,82,50,NO
FRAPPUCINO SCARF KNITTING KIT,229,389.95000000000005,169,50,NO
FREESTYLE CANVAS ART PICTURE,93,176.85,173,50,NO
FRENCH BATHROOM SIGN BLUE METAL,1356,2179.8,175,50,NO
FRENCH BLUE METAL DOOR SIGN 0,26,32.5,389,50,NO
FRENCH BLUE METAL DOOR SIGN 1,92,115.0,488,50,NO
FRENCH BLUE METAL DOOR SIGN 2,68,85.0,68,50,NO
FRENCH BLUE METAL DOOR SIGN 3,53,66.25,474,50,NO
FRENCH BLUE METAL DOOR SIGN 4,50,62.5,356,50,NO
FRENCH BLUE METAL DOOR SIGN 5,54,67.5,103,50,NO
FRENCH BLUE METAL DOOR SIGN 6,26,32.5,380,50,NO
FRENCH BLUE METAL DOOR SIGN 7,40,50.0,196,50,NO
FRENCH BLUE METAL DOOR SIGN 8,25,31.25,167,50,NO
FRENCH BLUE METAL DOOR SIGN 9,30,37.5,137,50,NO
FRENCH BLUE METAL DOOR SIGN No,52,65.0,361,50,NO
"FRENCH BLUE METAL DOOR SIGN, 0",460,575.0,495,50,NO
"FRENCH BLUE METAL DOOR SIGN, 1",560,700.0,82,50,NO
"FRENCH BLUE METAL DOOR SIGN, 2",493,616.25,208,50,NO
"FRENCH BLUE METAL DOOR SIGN, 3",486,607.5,379,50,NO
"FRENCH BLUE METAL DOOR SIGN, 4",459,573.75,68,50,NO
"FRENCH BLUE METAL DOOR SIGN, 5",465,581.25,346,50,NO
"FRENCH BLUE METAL DOOR SIGN, 6",420,525.0,276,50,NO
"FRENCH BLUE METAL DOOR SIGN, 7",438,547.5,243,50,NO
"FRENCH BLUE METAL DOOR SIGN, 8",447,558.75,160,50,NO
"FRENCH BLUE METAL DOOR SIGN, 9",442,552.5,497,50,NO
"FRENCH BLUE METAL DOOR SIGN, No",337,421.25,234,50,NO
"FRENCH BOTTLE , LAVENDER",422,677.1,454,50,NO
"FRENCH BOTTLE, BRASSERIE DES ARTIST",282,446.09999999999997,398,50,NO
FRENCH CHATEAU LARGE FRUIT BOWL ,259,602.25,459,50,NO
FRENCH CHATEAU LARGE PLATTER ,121,385.95,230,50,NO
FRENCH CHATEAU OVAL PLATTER,196,502.2,337,50,NO
FRENCH CHATEAU SMALL FRUITBOWL,405,595.0500000000001,51,50,NO
FRENCH EMROIDR LAVENDER SCENT HEART,320,672.0,177,50,NO
FRENCH ENAMEL CANDLEHOLDER,305,581.87,304,50,NO
FRENCH ENAMEL POT W LID,296,862.4000000000001,324,50,NO
FRENCH ENAMEL SOAP DISH WITH LID,48,100.8,448,50,NO
FRENCH ENAMEL UTENSIL HOLDER,288,1041.6,496,50,NO
FRENCH ENAMEL WATER BASIN,247,887.85,305,50,NO
FRENCH FLORAL CUSHION COVER ,373,817.1499999999999,163,50,NO
FRENCH GARDEN SIGN BLUE METAL,536,651.76,443,50,NO
FRENCH KITCHEN SIGN BLUE METAL,973,1179.77,38,50,YES
FRENCH LATTICE CUSHION COVER ,73,114.55000000000001,37,50,YES
FRENCH LAUNDRY SIGN BLUE METAL,727,1180.35,276,50,NO
FRENCH LAVENDER SCENT HEART,7,14.7,97,50,NO
FRENCH PAISLEY CUSHION COVER,54,108.9,390,50,NO
FRENCH PAISLEY CUSHION COVER ,61,179.95000000000002,194,50,NO
FRENCH STYLE EMBOSSED HEART CABINET,23,504.84999999999997,213,50,NO
FRENCH STYLE WALL DRESSER,15,1740.0,495,50,NO
FRENCH STYLE WIRE DOOR CABINET ,1,29.95,132,50,NO
FRENCH TOILET SIGN BLUE METAL,1013,1229.77,133,50,NO
FRENCH WC SIGN BLUE METAL,2584,3011.12,241,50,NO
FRESHWATER PEARL BRACELET GOLD,24,61.199999999999996,185,50,NO
FRESHWATER PEARL BRACELET IVORY,35,89.25,454,50,NO
FRESHWATER PEARL BRACELET PINK,15,38.25,338,50,NO
FRIDGE MAGNETS LA VIE EN ROSE,264,208.79999999999998,151,50,NO
FRIDGE MAGNETS LES ENFANTS ASSORTED,300,239.39999999999998,404,50,NO
FRIDGE MAGNETS US DINER ASSORTED,522,396.9,283,50,NO
FROG CANDLE,867,643.37,432,50,NO
FROG KING WATERING CAN,178,441.1000000000001,74,50,NO
FROG SOCK PUPPET,155,445.25000000000006,378,50,NO
FROSTED BOX 9 WHITE T-LIGHT CANDLES,3699,1470.42,150,50,NO
FROSTED GLASS WITH SILVER SURROUND,9,14.85,307,50,NO
FROSTED WHITE BASE ,213,114.89999999999999,285,50,NO
FRUIT SALAD BAG CHARM,28,47.32,477,50,NO
FRUIT TREE AND BIRDS WALL PLAQUE,237,588.15,486,50,NO
FRYING PAN BLUE POLKADOT,34,144.5,385,50,NO
FRYING PAN BLUE POLKADOT ,266,1058.5,181,50,NO
FRYING PAN BLUE RETROSPOT,3,12.75,399,50,NO
FRYING PAN PINK POLKADOT,242,965.5,106,50,NO
FRYING PAN PINK POLKADOT ,600,2483.0,74,50,NO
FRYING PAN PINK RETROSPOT,6,25.5,495,50,NO
FRYING PAN RED POLKADOT ,1152,4442.96,307,50,NO
FRYING PAN RED RETROSPOT,154,618.5,197,50,NO
FRYING PAN UNION FLAG,1719,6787.75,410,50,NO
FULL ENGLISH BREAKFAST PLATE,1553,5551.59,368,50,NO
FUNKY DIVA PEN,2017,1701.9699999999998,27,50,YES
FUNKY FLOWER COFFEE POT,1,3.75,340,50,NO
FUNKY FLOWER PICNIC BAG FOR 4,4,67.8,332,50,NO
FUNKY GIRL ADDRESS BOOK,271,128.21,266,50,NO
FUNKY GIRLZ ASST MAGNETIC MEMO PAD,357,232.04999999999998,342,50,NO
FUNKY GIRLZ MAGNETIC TO DO LIST ,8,5.2,491,50,NO
FUNKY MONKEY CUSHION COVER,131,111.35,490,50,NO
FUNKY MONKEY GIFT BAG MEDIUM,1273,297.06,462,50,NO
FUNKY MONKEY GIFT BAG SMALL,1274,121.86,274,50,NO
FUNKY MONKEY MUG,710,697.9,347,50,NO
FUNKY WASHING UP GLOVES ASSORTED,1829,3806.4600000000005,73,50,NO
FUSCHIA FLOWER PURSE WITH BEADS,47,70.03,268,50,NO
FUSCHIA RETRO BAR STOOL,30,1134.5,258,50,NO
FUSCHIA TABLE RUN FLOWER ,2,7.5,248,50,NO
FUSCHIA VOILE POINTY SHOE DEC,7,13.649999999999999,86,50,NO
FUSCHIA/GREEN STRIPE WOOLLY BLANKET,77,497.15,70,50,NO
GAOLERS KEYS DECORATIVE GARDEN ,1776,5690.96,116,50,NO
GARDEN METAL SIGN ,2285,3463.05,111,50,NO
GARDEN PATH JOURNAL,710,1192.2,283,50,NO
GARDEN PATH NOTEBOOK ,3584,873.6,437,50,NO
GARDEN PATH POCKET BOOK,5419,1214.95,310,50,NO
GARDEN PATH SKETCHBOOK,368,946.4,115,50,NO
GARDENERS KNEELING PAD,5363,6329.83,107,50,NO
GARDENIA 1 WICK MORRIS BOXED CANDLE,409,1674.8899999999999,97,50,NO
GARDENIA 3 WICK MORRIS BOXED CANDLE,362,1473.38,307,50,NO
"GARLAND , WOODEN  "" HAPPY EASTER""",103,128.75,139,50,NO
GARLAND WITH HEARTS AND BELLS,404,1999.8000000000002,321,50,NO
GARLAND WITH STARS AND BELLS,249,1232.5500000000002,419,50,NO
GARLAND WOODEN HAPPY EASTER,1943,2209.03,471,50,NO
"GARLAND, MAGIC GARDEN 1.8M",610,1146.3,184,50,NO
GEISHA GIRL CHOPSTICKS SET/5,117,228.15,201,50,NO
GENTLEMAN SHIRT REPAIR KIT ,977,793.01,488,50,NO
GERANIUM FOLKART HEART DECORATION,47,58.75,417,50,NO
GERANIUM SQUARE HANDY TIN,41,51.25,242,50,NO
GIANT BLACK SUNGLASSES,84,163.79999999999998,330,50,NO
GIANT MEDINA STAMPED METAL BOWL ,226,2144.2999999999997,451,50,NO
GIANT PINK HEART MEMO HOLDER,112,442.40000000000003,485,50,NO
GIANT SEVENTEEN DRAWER SIDEBOARD,8,1240.0,26,50,YES
GIFT BAG BIRTHDAY,423,274.95,349,50,NO
GIFT BAG PSYCHEDELIC APPLES,514,334.1,282,50,NO
GIN & TONIC DIET GREETING CARD ,3896,1588.08,180,50,NO
GIN + TONIC DIET METAL SIGN,8408,16319.300000000001,170,50,NO
GIN AND TONIC MUG,3390,3935.4,104,50,NO
GINGERBREAD MAN COOKIE CUTTER,1004,1200.28,166,50,NO
GINGHAM BABUSHKA DOORSTOP,69,252.99,131,50,NO
GINGHAM HEART  DOORSTOP RED,1252,4872.88,400,50,NO
GINGHAM HEART DECORATION,296,863.6000000000001,422,50,NO
GINGHAM HEART WREATH,224,644.8000000000001,55,50,NO
GINGHAM OVEN GLOVE RED HEART ,223,836.25,304,50,NO
GINGHAM ROSE WRAP,1740,698.8,207,50,NO
GIRLS ALPHABET IRON ON PATCHES ,22177,4311.57,101,50,NO
GIRLS VINTAGE TIN SEASIDE BUCKET,2098,4855.62,21,50,YES
GIRLY PINK TOOL SET,280,1302.0,404,50,NO
GLAMOROUS  MUG,3789,3654.77,322,50,NO
GLASS  BEURRE DISH,1261,4823.030000000001,216,50,NO
GLASS AND BEADS BRACELET IVORY,7,26.25,423,50,NO
GLASS AND PAINTED BEADS BRACELET OL,4,15.0,30,50,YES
GLASS AND PAINTED BEADS BRACELET TO,12,45.0,253,50,NO
GLASS BEAD HOOP EARRINGS AMETHYST,8,23.6,405,50,NO
GLASS BEAD HOOP EARRINGS BLACK,2,5.9,214,50,NO
GLASS BEAD HOOP EARRINGS GREEN,4,11.8,490,50,NO
GLASS BEAD HOOP EARRINGS MONTANA,7,20.650000000000002,138,50,NO
GLASS BEAD HOOP NECKLACE AMETHYST,7,59.5,415,50,NO
GLASS BEAD HOOP NECKLACE BLACK,6,51.0,39,50,YES
GLASS BEAD HOOP NECKLACE GREEN,4,34.0,280,50,NO
GLASS BEAD HOOP NECKLACE MONTANA,5,42.5,312,50,NO
GLASS BELL JAR LARGE,2,17.0,441,50,NO
GLASS BELL JAR SMALL,4,15.8,275,50,NO
GLASS BONBON JAR PARFUME AUX FLEURE,568,684.73,241,50,NO
GLASS BONBON JAR. D'AMANDES,101,126.25,412,50,NO
GLASS BONBON JAR. SUPERFINES,90,112.5,245,50,NO
GLASS CAKE COVER AND PLATE,327,5242.65,72,50,NO
GLASS CAKE STAND,110,1591.7,447,50,NO
GLASS CAKE STAND MIRRORED BASE,68,972.6,374,50,NO
GLASS CHALICE BLUE  LARGE ,108,245.25,361,50,NO
GLASS CHALICE BLUE SMALL ,258,411.3,383,50,NO
GLASS CHALICE GREEN  LARGE ,172,417.0,299,50,NO
GLASS CHALICE GREEN  SMALL ,327,510.75,100,50,NO
GLASS CHICKEN BUTTER DISH,283,438.15,221,50,NO
GLASS CLOCHE LARGE,112,911.1999999999999,177,50,NO
GLASS CLOCHE SMALL,203,761.53,139,50,NO
GLASS ETCHED T-LIGHT HOLDER LARGE,1203,2397.3,78,50,NO
GLASS ETCHED T-LIGHT HOLDER MEDIUM,867,1625.85,234,50,NO
GLASS HEART T-LIGHT HOLDER ,3116,2323.73,147,50,NO
GLASS HONEYPOT WASP CATCHER,2849,5073.15,243,50,NO
GLASS JAR DAISY FRESH COTTON WOOL,999,2738.25,228,50,NO
GLASS JAR DIGESTIVE BISCUITS,1380,4144.28,389,50,NO
GLASS JAR ENGLISH CONFECTIONERY,1416,3846.0000000000005,134,50,NO
GLASS JAR KINGS CHOICE,1032,3177.68,228,50,NO
GLASS JAR MARMALADE ,282,810.3000000000001,33,50,YES
GLASS JAR PEACOCK BATH SALTS,326,956.9000000000001,28,50,YES
"GLASS JAR, ENGLISH CONFECTIONERY",2,5.9,59,50,NO
"GLASS JAR, KINGS CHOICE SOAP",42,123.9,469,50,NO
GLASS SPHERE CANDLE STAND LARGE ,299,562.45,256,50,NO
GLASS SPHERE CANDLE STAND MEDIUM,234,670.5,300,50,NO
GLASS STAR FROSTED T-LIGHT HOLDER,703,3317.4500000000003,378,50,NO
GLASS WINE GLASS DECORATIONS,30,37.5,220,50,NO
GLITTER BUTTERFLY CLIPS,3252,7569.0,265,50,NO
GLITTER CHRISTMAS HEART ,1602,1342.98,297,50,NO
GLITTER CHRISTMAS STAR ,1366,1161.1,254,50,NO
GLITTER CHRISTMAS TREE,842,715.6999999999999,23,50,YES
GLITTER CHRISTMAS TREE WITH BELLS,332,647.4,173,50,NO
GLITTER HANGING BUTTERFLY STRING,3456,6864.0,461,50,NO
GLITTER HEART GARLAND WITH BELLS ,482,1768.62,48,50,YES
GLITTER SNOW PEAR TREE DECORATION,1774,1249.78,128,50,NO
GLITTER STAR GARLAND WITH BELLS ,430,1590.9,117,50,NO
GLOW IN DARK DOLPHINS,383,77.91,234,50,NO
GOLD  CHERRY LIGHTS,300,1817.0,312,50,NO
GOLD 2 STRAND NECKLACE-LEAF CHARMS,3,22.5,94,50,NO
GOLD APERITIF GLASS,85,175.04000000000002,345,50,NO
GOLD CHRISTMAS STOCKING DECORATION,1,1.95,165,50,NO
GOLD COSMETIC BAG PINK STAR,44,92.4,147,50,NO
GOLD COSMETICS BAG WITH BUTTERFLY,19,39.900000000000006,360,50,NO
GOLD DIAMANTE STAR BROOCH,4,19.8,61,50,NO
GOLD EAR MUFF HEADPHONES,51,237.51,375,50,NO
GOLD FABRIC MIRROR,320,171.28,60,50,NO
GOLD FISHING GNOME,51,194.45000000000002,441,50,NO
GOLD FLOWER CUSHION COVER ,16,108.0,53,50,NO
GOLD JEWELERY BOX,20,92.0,36,50,YES
GOLD M PEARL  ORBIT NECKLACE,9,89.55,184,50,NO
GOLD M.O.P ORBIT BRACELET,9,44.550000000000004,172,50,NO
GOLD M.O.P ORBIT DROP EARRINGS,8,34.0,397,50,NO
GOLD MINI TAPE MEASURE ,644,448.4,95,50,NO
GOLD MUG BONE CHINA TREE OF LIFE,478,899.3,106,50,NO
GOLD PHOTO FRAME,225,322.5,136,50,NO
GOLD PRINT PAPER BAG,414,84.17999999999999,381,50,NO
GOLD SCROLL GLASS T-LIGHT HOLDER,98,205.8,361,50,NO
GOLD STANDING GNOME,160,620.0,488,50,NO
GOLD TEDDY BEAR,67,191.25,46,50,YES
GOLD WASHBAG,1781,380.99,332,50,NO
GOLD WINE GLASS,360,1229.04,306,50,NO
GOLD WINE GOBLET,88,386.8,153,50,NO
GOLD/AMBER DROP EARRINGS W LEAF,28,82.60000000000001,238,50,NO
GOLD/M.O.P PENDANT ORBIT NECKLACE,13,110.5,187,50,NO
GOLDIE LOOKING MIRROR,10,49.5,117,50,NO
GOTHIC CARRIAGE LANTERN,8,47.6,287,50,NO
GRAND CHOCOLATECANDLE,13881,18658.65,256,50,NO
GRASS HOPPER WOODEN WALL CLOCK ,85,265.75,328,50,NO
GREEN  DIAMANTE PEN IN GIFT BOX,243,403.65000000000003,474,50,NO
GREEN  SPOTTY PLATE ,1284,2077.7999999999997,413,50,NO
GREEN 3 PIECE MINI DOTS CUTLERY SET,1886,6762.54,192,50,NO
GREEN 3 PIECE POLKADOT CUTLERY SET,758,2738.82,420,50,NO
GREEN 3 TIER GLASS PLATE STAND,74,509.9,429,50,NO
GREEN BIRDHOUSE DECORATION,497,332.21,488,50,NO
GREEN BITTY LIGHT CHAIN,23,106.95,495,50,NO
GREEN BLUE FLOWER PIGGY BANK,241,472.65,209,50,NO
GREEN CAT FLORAL CUSHION COVER ,278,382.5,141,50,NO
GREEN CHENILLE SHAGGY C/COVER,1,1.95,65,50,NO
GREEN CHENILLE SHAGGY RUG,43,126.85,83,50,NO
GREEN CHERRY LIGHTS,524,3100.2000000000003,149,50,NO
GREEN CHRISTMAS TREE CARD HOLDER,838,3441.5,329,50,NO
GREEN CHRISTMAS TREE STRING 20LIGHT,421,1941.15,382,50,NO
GREEN CRYSTAL DROP EARRINGS,6,17.700000000000003,212,50,NO
GREEN DRAWER KNOB ACRYLIC EDWARDIAN,340,426.44,326,50,NO
GREEN DROP EARRINGS W BEAD CLUSTER,2,6.7,200,50,NO
GREEN EASTER EGG HUNT START POST,70,136.5,311,50,NO
GREEN ENAMEL FLOWER HAIR TIE,2,5.9,390,50,NO
GREEN ENAMEL FLOWER RING,37,109.15000000000002,301,50,NO
GREEN ENAMEL+GLASS HAIR COMB,144,264.6,48,50,YES
GREEN FERN JOURNAL ,575,1047.75,168,50,NO
GREEN FERN NOTEBOOK,3375,768.75,286,50,NO
GREEN FERN POCKET BOOK,5616,763.1999999999999,315,50,NO
GREEN FERN SKETCHBOOK ,321,811.75,30,50,YES
GREEN FLORAL FELTCRAFT SHOULDER BAG,37,138.75,183,50,NO
GREEN GEISHA GIRL ,39,146.25,132,50,NO
GREEN GIANT GARDEN THERMOMETER,55,327.25,206,50,NO
GREEN GINGHAM FLOWER JEWELLERY BOX,1412,2281.7999999999997,314,50,NO
GREEN GLASS TASSLE BAG CHARM,33,97.35000000000001,251,50,NO
GREEN GOOSE FEATHER CHRISTMAS TREE ,78,314.1,246,50,NO
GREEN GOOSE FEATHER TREE 60CM,125,267.75,329,50,NO
GREEN HEART COMPACT MIRROR,126,172.5,117,50,NO
GREEN HEART OF GLASS BRACELET,11,65.45,74,50,NO
GREEN JUICY FRUIT PHOTO FRAME,335,821.85,130,50,NO
GREEN KASHMIRI BOXED MIRROR,23,276.0,171,50,NO
GREEN KASHMIRI OCCASIONAL TABLE,9,419.85,265,50,NO
GREEN LEAVES AND BEADS PHONE CHARM,14,17.5,425,50,NO
GREEN METAL SWINGING BUNNY,602,508.58,88,50,NO
GREEN MINI TAPE MEASURE ,1585,1270.55,331,50,NO
GREEN MURANO TWIST BRACELET,30,127.5,308,50,NO
GREEN MURANO TWIST NECKLACE,7,69.64999999999999,269,50,NO
GREEN PAIR HEART HAIR SLIDES,2,7.5,55,50,NO
GREEN PENDANT TRIPLE SHELL NECKLACE,3,14.850000000000001,258,50,NO
GREEN PEONY CUSHION COVER,236,315.4,167,50,NO
GREEN PEONY DES C/COVER,10,46.5,486,50,NO
GREEN PICNIC BARBECUE BUCKET,78,531.3,246,50,NO
GREEN POLKADOT BOWL,261,326.25,263,50,NO
GREEN POLKADOT CUP,111,94.35,356,50,NO
GREEN POLKADOT PLATE ,149,251.81,465,50,NO
GREEN POP ART MAO CUSHION COVER ,280,53.2,384,50,NO
GREEN REGENCY TEACUP AND SAUCER,2304,6352.8,220,50,NO
GREEN ROSE CUSHION COVER,245,496.25,173,50,NO
GREEN ROSE QUILT ,10,453.5,469,50,NO
GREEN ROSE WASHBAG,726,1672.5,92,50,NO
GREEN ROUND COMPACT MIRROR,101,138.75,220,50,NO
GREEN SPOTTY BOWL,1497,1816.53,315,50,NO
GREEN SPOTTY CUP,2029,1662.25,36,50,YES
GREEN SQUARE COMPACT MIRROR,246,322.5,148,50,NO
GREEN STONE/CRYSTAL EARRINGS,2,5.9,236,50,NO
GREEN SWEETHEART BRACELET,96,408.0,80,50,NO
GREEN VINTAGE EARRINGS ,24,90.0,446,50,NO
GREEN WIRE GOBLET CANDLEHOLDER,7,55.65,123,50,NO
GREEN WIRE STANDING CANDLE HOLDER,21,78.75,61,50,NO
GREEN WITH METAL BAG CHARM,26,128.7,44,50,YES
GREEN/BLUE CERAMIC CANDLE HOLDER,8,13.2,58,50,NO
GREEN/BLUE FLOWER DESIGN BIG MUG,3,5.85,310,50,NO
"GREETING CARD, BLACKPOOL ROCK",12,2.28,150,50,NO
"GREETING CARD, OVERCROWDED POOL.",180,34.199999999999996,248,50,NO
"GREETING CARD, RITA",312,59.279999999999994,127,50,NO
"GREETING CARD, STICKY GORDON",74,14.059999999999999,191,50,NO
"GREETING CARD, THE BLACK CAT",60,25.2,454,50,NO
"GREETING CARD, TWO SISTERS.",108,20.52,497,50,NO
"GREETING CARD,SQUARE, DOUGHNUTS",78,32.76,121,50,NO
GREY ACRYLIC FACETED BANGLE,52,143.8,373,50,NO
GREY FLORAL FELTCRAFT SHOULDER BAG,849,3118.59,31,50,YES
GREY HEART HOT WATER BOTTLE,2725,9742.17,294,50,NO
GROOVY CACTUS INFLATABLE,12,10.2,120,50,NO
GROW A FLYTRAP OR SUNFLOWER IN TIN,1326,1602.78,63,50,NO
GROW YOUR OWN BASIL IN ENAMEL MUG,1594,3299.4,462,50,NO
GROW YOUR OWN FLOWERS SET OF 3,575,3547.41,324,50,NO
GROW YOUR OWN HERBS SET OF 3,507,3824.4900000000002,464,50,NO
GROW YOUR OWN PLANT IN A CAN ,8438,10324.06,36,50,YES
GUMBALL COAT RACK,4114,9343.68,349,50,NO
"GUMBALL COATHOOK., BLACK & WHITE ",20,25.0,76,50,NO
GUMBALL MAGAZINE RACK,255,1869.75,330,50,NO
GUMBALL MONOCHROME COAT RACK,770,878.14,322,50,NO
HAIRCLIPS FORTIES FABRIC ASSORTED,1647,1070.55,31,50,YES
HALL CABINET WITH 3 DRAWERS,116,3913.6899999999996,337,50,NO
HAND OPEN SHAPE BLACK,16,55.84,99,50,NO
HAND OPEN SHAPE DECO.WHITE,744,2142.2400000000002,235,50,NO
HAND OPEN SHAPE GOLD,487,1371.47,358,50,NO
HAND OPEN SHAPE PINK,2,6.98,283,50,NO
HAND OVER THE CHOCOLATE   SIGN ,8224,15565.340000000002,498,50,NO
HAND TOWEL PALE BLUE W FLOWERS,21,124.95,168,50,NO
HAND TOWEL PINK FLOWER AND DAISY,11,65.45,100,50,NO
HAND WARMER BABUSHKA DESIGN,2466,5034.6,234,50,NO
HAND WARMER BIRD DESIGN,6438,12949.800000000001,393,50,NO
HAND WARMER OWL DESIGN,6481,13139.1,483,50,NO
HAND WARMER RED POLKA DOT,2592,4876.2,217,50,NO
HAND WARMER RED RETROSPOT,4021,8204.1,219,50,NO
HAND WARMER SCOTTY DOG DESIGN,6408,12943.800000000001,44,50,YES
HAND WARMER UNION JACK,4564,9194.400000000001,485,50,NO
HANGING BAUBLE T-LIGHT HOLDER LARGE,206,588.5,108,50,NO
HANGING BAUBLE T-LIGHT HOLDER SMALL,388,870.6,287,50,NO
HANGING BUTTERFLY  EGG,1108,901.24,162,50,NO
HANGING CHICK  YELLOW DECORATION,8,11.6,78,50,NO
HANGING CHICK CREAM DECORATION,3,4.35,429,50,NO
HANGING CHICK GREEN DECORATION,1,1.45,384,50,NO
HANGING FAIRY CAKE DECORATION,1281,2296.5,45,50,YES
"HANGING FLOWERS+MIRROR,BLUE",527,200.26000000000002,66,50,NO
"HANGING FLOWERS+MIRROR,CLEAR",235,117.05,307,50,NO
"HANGING FLOWERS+MIRROR,PINK",324,136.44,285,50,NO
HANGING GLASS ETCHED TEALIGHT,1212,1927.8,35,50,YES
HANGING HEART BASKET,134,242.04000000000002,218,50,NO
HANGING HEART JAR T-LIGHT HOLDER,8177,9572.59,420,50,NO
HANGING HEART MIRROR DECORATION ,740,481.0,426,50,NO
HANGING HEART ZINC T-LIGHT HOLDER,17235,13229.73,301,50,NO
HANGING JAM JAR T-LIGHT HOLDER,19183,14973.31,488,50,NO
HANGING MEDINA LANTERN LARGE,704,2201.25,105,50,NO
HANGING MEDINA LANTERN SMALL,877,2230.75,269,50,NO
HANGING METAL BIRD BATH,338,2613.9,410,50,NO
